avg_sentiment,mention_count,positive_ratio,negative_ratio,confidence,sentiment_score,ticker
0.06848826512001199,87,0.22988505747126436,0.10344827586206896,0.7035081516737225,0.06848826512001199,UAVS
0.06465633033873788,75,0.2,0.06666666666666667,0.690535040696462,0.06465633033873788,MMA
0.0625350553314673,31,0.16129032258064516,0.03225806451612903,0.7122675468844752,0.0625350553314673,CLM
0.06247523884552016,135,0.14074074074074075,0.07407407407407407,0.7025872691913887,0.06247523884552016,DC
0.06084282629413919,18,0.2777777777777778,0.2222222222222222,0.7118907935089536,0.06084282629413919,DIT
0.05971696767964823,108,0.17592592592592593,0.12037037037037036,0.7402321616256679,0.05971696767964823,PW
0.05836999337002145,20,0.1,0.05,0.7232856422662735,0.05836999337002145,MTA
0.054387414104621196,72,0.1527777777777778,0.08333333333333333,0.7313548293378618,0.054387414104621196,NAK
0.052475502164982216,14,0.14285714285714285,0.0,0.7916420570441655,0.052475502164982216,MRT
0.04486170188953027,41,0.21951219512195122,0.21951219512195122,0.7223932866643115,0.04486170188953027,IGC
0.04440235447649038,85,0.17647058823529413,0.16470588235294117,0.6867851499248954,0.04440235447649038,HYLN
0.04379915676323843,101,0.1485148514851485,0.1188118811881188,0.7048480914960994,0.04379915676323843,SACH
0.042080308554471715,13,0.07692307692307693,0.0,0.8651626201776358,0.042080308554471715,ELMD
0.04134283251749256,23,0.08695652173913043,0.08695652173913043,0.7313806621924691,0.04134283251749256,ZDGE
0.04097017171046289,13,0.07692307692307693,0.07692307692307693,0.7999454415761508,0.04097017171046289,PRK
0.03967798630683812,118,0.16101694915254236,0.16101694915254236,0.7062993981575562,0.03967798630683812,MSN
0.03724480917808252,44,0.22727272727272727,0.20454545454545456,0.6933626559647647,0.03724480917808252,ASM
0.0353234570361662,16,0.125,0.125,0.7861240953207016,0.0353234570361662,NHC
0.033786387420576186,16,0.1875,0.1875,0.7155722677707672,0.033786387420576186,ITP
0.0330155628178724,16,0.0625,0.0,0.842073243111372,0.0330155628178724,LGL
0.03239197866460132,11,0.09090909090909091,0.0,0.6910620575601404,0.03239197866460132,GORO
0.026054145121252474,63,0.09523809523809523,0.06349206349206349,0.7596236069997152,0.026054145121252474,COE
0.025505517145156687,15,0.13333333333333333,0.13333333333333333,0.7650063316027323,0.025505517145156687,UTG
0.025486170765457908,91,0.16483516483516483,0.17582417582417584,0.6948498857545329,0.025486170765457908,GLU
0.025160738226658128,101,0.1485148514851485,0.1485148514851485,0.7260956392429843,0.025160738226658128,ACCS
0.02463565287520173,17,0.058823529411764705,0.0,0.8125651478767395,0.02463565287520173,GBR
0.018224448435930674,19,0.05263157894736842,0.0,0.7121540606021881,0.018224448435930674,TRX
0.010001029359622734,33,0.030303030303030304,0.0,0.8395335493665753,0.010001029359622734,BRN
0.008853117706279256,35,0.14285714285714285,0.14285714285714285,0.7133155958993095,0.008853117706279256,AMZE
0.007660222801048521,79,0.189873417721519,0.13924050632911392,0.7393420644198792,0.007660222801048521,COHN
0.004228868249973197,30,0.1,0.06666666666666667,0.8096430242061615,0.004228868249973197,PED
0.0030750620874108684,129,0.13953488372093023,0.12403100775193798,0.6843640210554581,0.0030750620874108684,URG
0.0,10,0.0,0.0,0.8441965103149414,0.0,GLQ
0.0,1,0.0,0.0,0.5708621740341187,0.0,VKI
0.0,1,0.0,0.0,0.48359617590904236,0.0,EVM
0.0,1,0.0,0.0,0.8539565205574036,0.0,LEGT
0.0,1,0.0,0.0,0.5273975133895874,0.0,IAUX
0.0,2,0.0,0.0,0.9459231793880463,0.0,EONR
0.0,4,0.0,0.0,0.796671912074089,0.0,CKX
0.0,1,0.0,0.0,0.855908989906311,0.0,NRXS
0.0,1,0.0,0.0,0.8858961462974548,0.0,OSTX
0.0,2,0.0,0.0,0.8327943384647369,0.0,GRAF.U
0.0,1,0.0,0.0,0.8278695940971375,0.0,NFGC
0.0,1,0.0,0.0,0.5452437400817871,0.0,SLND
0.0,28,0.0,0.0,0.893304026552609,0.0,EIM
0.0,24,0.0,0.0,0.8867230166991552,0.0,LGCY
0.0,5,0.0,0.0,0.875994062423706,0.0,ARMP
0.0,1,0.0,0.0,0.8270693421363831,0.0,RYDE
0.0,8,0.0,0.0,0.8506174460053444,0.0,TRT
0.0,4,0.0,0.0,0.8319917023181915,0.0,SGN
0.0,3,0.0,0.0,0.6281304359436035,0.0,BURU
0.0,10,0.0,0.0,0.7942913830280304,0.0,PZG
0.0,25,0.0,0.0,0.848323266506195,0.0,RCG
0.0,28,0.0,0.0,0.8672617716448647,0.0,CCEL
0.0,2,0.0,0.0,0.8390970230102539,0.0,ITRG
0.0,3,0.0,0.0,0.7749679883321127,0.0,CEV
0.0,6,0.0,0.0,0.8684323132038116,0.0,BRBS
0.0,4,0.0,0.0,0.5597283840179443,0.0,AZTR
0.0,3,0.0,0.0,0.6755107641220093,0.0,AMBO
0.0,9,0.0,0.0,0.8828296264012655,0.0,AEON
0.0,2,0.0,0.0,0.8016492128372192,0.0,BHB
0.0,8,0.0,0.0,0.7411702200770378,0.0,CIX
0.0,15,0.0,0.0,0.8785313288370769,0.0,EVV
0.0,3,0.0,0.0,0.9041922092437744,0.0,NBH
0.0,4,0.0,0.0,0.9026100635528564,0.0,INLX
0.0,6,0.0,0.0,0.6625244418780009,0.0,VFL
0.0,3,0.0,0.0,0.7362967530886332,0.0,CATX
0.0,1,0.0,0.0,0.8984645009040833,0.0,CVU
0.0,4,0.0,0.0,0.7715427130460739,0.0,OPHC
0.0,1,0.0,0.0,0.7342314720153809,0.0,GENC
-0.003428237487388492,132,0.06060606060606061,0.06818181818181818,0.7390772896734151,-0.003428237487388492,CIK
-0.005987322273632244,16,0.0625,0.125,0.7296658605337143,-0.005987322273632244,EAD
-0.012275806170595717,9,0.1111111111111111,0.3333333333333333,0.6895611815982394,-0.012275806170595717,IOR
-0.01274385738759918,103,0.1553398058252427,0.17475728155339806,0.7232306764542478,-0.01274385738759918,AMS
-0.012855685908165977,20,0.1,0.05,0.7330072432756424,-0.012855685908165977,CRF
-0.013841950014313561,15,0.13333333333333333,0.2,0.6637613972028097,-0.013841950014313561,SEB
-0.020409263337372592,23,0.08695652173913043,0.08695652173913043,0.8171382520509802,-0.020409263337372592,TOPP
-0.020948394417059882,46,0.043478260869565216,0.13043478260869565,0.783750994697861,-0.020948394417059882,CVR
-0.022347863857902526,132,0.08333333333333333,0.14393939393939395,0.711620916697112,-0.022347863857902526,IE
-0.022788109126741254,50,0.16,0.24,0.7300534397363663,-0.022788109126741254,CET
-0.02400821140990486,33,0.030303030303030304,0.12121212121212122,0.805834640156139,-0.02400821140990486,UUU
-0.03083149699825321,18,0.05555555555555555,0.1111111111111111,0.7121604382991791,-0.03083149699825321,IDR
-0.03403473264373268,45,0.1111111111111111,0.15555555555555556,0.6894155124823252,-0.03403473264373268,SLI
-0.0343834486351326,120,0.15833333333333333,0.21666666666666667,0.6890790715813637,-0.0343834486351326,EGG
-0.04485627454179528,19,0.05263157894736842,0.10526315789473684,0.7443973437735909,-0.04485627454179528,BGI
-0.046548691675434246,11,0.0,0.09090909090909091,0.7418427792462435,-0.046548691675434246,THM
-0.05032903657387798,10,0.1,0.2,0.7250468075275421,-0.05032903657387798,ENX
-0.058418136799748374,66,0.12121212121212122,0.22727272727272727,0.7451181655580347,-0.058418136799748374,SER
-0.06996493070046367,4,0.25,0.25,0.8087918013334274,-0.06996493070046367,AEF
-0.0759572739790282,12,0.0,0.08333333333333333,0.8306636909643809,-0.0759572739790282,GLV
-0.08374747447411744,7,0.0,0.14285714285714285,0.7037732856614249,-0.08374747447411744,FCO
-0.09214311224153103,9,0.1111111111111111,0.2222222222222222,0.7425868444972568,-0.09214311224153103,ACU
-0.12716324133745352,13,0.0,0.15384615384615385,0.7812793392401475,-0.12716324133745352,VGZ
-0.14946706140035879,34,0.11764705882352941,0.35294117647058826,0.7321527319795945,-0.14946706140035879,FAX
-0.19183562936007129,2,0.0,0.5,0.623048722743988,-0.19183562936007129,DXF
-0.19260022904803265,6,0.3333333333333333,0.3333333333333333,0.7062493761380514,-0.19260022904803265,ELA
-0.251681052500704,3,0.3333333333333333,0.3333333333333333,0.745078980922699,-0.251681052500704,LPA
